review,sentiments,word_count,tokens_count,clean_review
Great time - family dinner on a Sunday night.,1,9,10,great time family dinner sunday night
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,15,19,food tasty say real traditional hunan style
"What did bother me, was the slow service.",0,8,10,bother slow service
The flair bartenders are absolutely amazing!,1,6,7,flair bartenders absolutely amazing
Their frozen margaritas are WAY too sugary for my taste.,0,10,11,frozen margaritas way sugary taste
These were so good we ordered them twice.,1,8,9,good ordered twice
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,19,22,nutshell restaraunt smells like combination dirty fish market sewer
My girlfriend's veal was very bad.,0,6,8,girlfriend veal bad
"Unfortunately, it was not good.",0,5,7,unfortunately good
I had a pretty satifying experience.,1,6,7,pretty satifying experience
Join the club and get awesome offers via email.,1,9,10,join club get awesome offers via email
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,16,21,perfect someone likes beer ice cold case even colder
Bland and flavorless is a good way of describing the barely tepid meat.,0,13,14,bland flavorless good way describing barely tepid meat
"The chains, which I'm no fan of, beat this place easily.",0,11,15,chains fan beat place easily
The nachos are a MUST HAVE!,1,6,7,nachos must
We will not be coming back.,0,6,7,coming back
"I don't have very many words to say about this place, but it does everything pretty well.",1,17,20,many words say place everything pretty well
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,21,24,staff super nice quick even crazy crowds downtown juries lawyers court staff
"Great atmosphere, friendly and fast service.",1,6,8,great atmosphere friendly fast service
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,21,22,received pita huge lot meat thumbs
Once your food arrives it's meh.,0,6,8,food arrives meh
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,29,32,paying $ hot dog fries looks like came kid meal wienerschnitzel idea good meal
The classic Maine Lobster Roll was fantastic.,1,7,8,classic maine lobster roll fantastic
"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,22,24,brother law works mall ate day guess sick night
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,32,33,good going review place twice hereas tribute place tribute event held last night
"The chips and salsa were really good, the salsa was very fresh.",1,12,14,chips salsa really good salsa fresh
This place is great!!!!!!!!!!!!!!,1,4,18,place great
Mediocre food.,0,2,3,mediocre food
Once you get inside you'll be impressed with the place.,1,10,12,get inside impressed place
I'm super pissd.,0,3,5,super pissd
And service was super friendly.,1,5,6,service super friendly
Why are these sad little vegetables so overcooked?,0,8,9,sad little vegetables overcooked
This place was such a nice surprise!,1,7,8,place nice surprise
They were golden-crispy and delicious.,1,5,6,golden crispy delicious
"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,24,27,high hopes place since burgers cooked charcoal grill unfortunately taste fell flat way flat
I could eat their bruschetta all day it is devine.,1,10,11,could eat bruschetta day devine
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,25,26,single employee came see ok even needed water refill finally served us food
"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,11,14,lastly mozzarella sticks best thing ordered
"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,21,23,first time ever came amazing experience still tell people awesome duck
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,20,22,server negligent needs made us feel unwelcome would suggest place
The service was terrible though.,0,5,6,service terrible though
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,14,17,place overpriced consistent boba really overpriced
It was packed!!,0,3,5,packed
I can say that the desserts were yummy.,1,8,9,say desserts yummy
The seasonal fruit was fresh white peach puree.,1,8,9,seasonal fruit fresh white peach puree
It kept getting worse and worse so now I'm officially done.,0,11,13,kept getting worse worse officially done
This place should honestly be blown up.,0,7,8,place honestly blown
But I definitely would not eat here again.,0,8,9,definitely would eat
Do not waste your money here!,0,6,7,waste money
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,21,22,love put food nice plastic containers opposed cramming little paper takeout boxes
The crêpe was delicate and thin and moist.,1,8,9,crêpe delicate thin moist
Awful service.,0,2,3,awful service
Won't ever go here again.,0,5,7,ever go
Food quality has been horrible.,0,5,6,food quality horrible
For that price I can think of a few place I would have much rather gone.,0,16,17,price think place would much rather gone
The service here is fair at best.,0,7,8,service fair best
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,14,17,love sushi found kabuki priced hip services
Do yourself a favor and stay away from this dish.,0,10,11,favor stay away dish
Very poor service.,0,3,4,poor service
No one at the table thought the food was above average or worth the wait that we had for it.,0,20,21,one table thought food average worth wait
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,17,19,best service food ever maria server good friendly made day
They were excellent.,1,3,4,excellent
I paid the bill but did not tip because I felt the server did a terrible job.,0,17,18,paid bill tip felt server terrible job
Just had lunch here and had a great experience.,1,9,10,lunch great experience
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,23,24,never bland food surprised considering article read focused much spices flavor
Food is way overpriced and portions are fucking small.,0,9,10,food way overpriced portions fucking small
I recently tried Caballero's and I have been back every week since!,1,12,14,recently tried caballero back every week since
"for 40 bucks a head, i really expect better food.",0,10,12,bucks head really expect better food
The food came out at a good pace.,1,8,9,food came good pace
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,14,16,ate twice last visit especially enjoyed salmon salad
We could not believe how dirty the oysters were!,0,9,10,could believe dirty oysters
This place deserves no stars.,0,5,6,place deserves stars
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,16,19,fact going round stars awesome
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,17,19,disbelief dish qualified worst version foods ever tasted
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,27,32,bad day low tolerance rude customer service people job nice polite wash dishes otherwise
the potatoes were great and so was the biscuit.,1,9,10,potatoes great biscuit
I probably would not go here again.,0,7,8,probably would go
So flavorful and has just the perfect amount of heat.,1,10,11,flavorful perfect amount heat
The price is reasonable and the service is great.,1,9,10,price reasonable service great
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,17,22,wife hated meal coconut shrimp friends really enjoy meals either
